total_tokens,line_level_label,line_score,row
test_call_driver_conflict self ,1.0,0.0,88
port = port ,0.0,0.0,89
<STR> ,1.0,0.0,90
db_exc DBError n_exc NetworkNotFound ,0.0,0.0,91
action = = <STR> ,1.0,0.0,92
trace_level = <STR> ,0.0,0.0,93
self _test__ port_action_with_failures ,0.0,0.0,94
n_exc SubnetNotFound ,1.0,0.0,95
retval ,0.0,0.0,96
port_body = ,1.0,0.0,97
LOG warn _ <STR> ,1.0,0.0,98
self assertIsNone self callbacks _port_action self plugin ,1.0,0.0,99
test_create_port_catch_and_handle_ip_generation_failure self ,0.0,0.0,100
exceptions Conflict ,1.0,0.0,101
dhcp DictModel port ,1.0,0.0,102
self assertIsNone self proxy create_dhcp_port port_body ,1.0,0.0,103
n_exc SubnetNotFound n_exc IpAddressGenerationFailure e ,0.0,0.0,104
action = <STR> ,1.0,0.0,105
self assertRaises ,0.0,0.0,106
<STR> ,1.0,0.0,107
test_create_dhcp_port_none self ,1.0,0.0,108
test_get_dhcp_port_none self ,1.0,0.0,109
n_exc SubnetNotFound subnet_id = <STR> ,0.0,0.0,110
test_create_port_catch_subnet_not_found self ,0.0,0.0,111
port = ,0.0,0.0,112
<STR> fake_fixed_ip<NUM> subnet_id ] ,1.0,0.0,113
self assertIsNone self proxy get_dhcp_port <STR> ,1.0,0.0,114
n_exc Invalid ,0.0,0.0,115
self proxy create_dhcp_port port_body ,1.0,0.0,116
port ,1.0,0.0,117
topic = self topic ,0.0,0.0,118
e n_exc IpAddressGenerationFailure ,1.0,0.0,119
n_exc IpAddressGenerationFailure ,1.0,0.0,120
dhcp_port ,1.0,0.0,121
network_id = port [ <STR> ] ,1.0,0.0,122
self make_msg <STR> ,0.0,0.0,123
