total_tokens,line_level_label,line_score,row
dl_vlan = lvm vlan ,0.0,0.0,86
self TUN_OFPORT = <STR> ,1.0,0.0,87
LOG info <STR> % ,1.0,0.0,88
in_port = self phys_ofports [ physical_network ] ,1.0,0.0,89
br delete_flows in_port = self int_ofports [ lvm physical_network ] ,1.0,0.0,90
in_port = self int_ofports [ physical_network ] ,1.0,0.0,91
<STR> AndReturn self TUN_OFPORT ,1.0,0.0,92
self tun_br delete_flows dl_vlan = lvm vlan ,1.0,0.0,93
br = self phys_brs [ lvm physical_network ] ,1.0,0.0,94
LOG info <STR> % lvid net_uuid ,1.0,0.0,95
lvid self patch_int_ofport ,1.0,0.0,96
LOG info <STR> ,1.0,0.0,97
LOG info <STR> % new_tunnel_ips ,1.0,0.0,98
old_tunnel_ips = tunnel_ips ,1.0,0.0,99
LOG info <STR> self network_vlan_ranges ,1.0,0.0,100
LOG error <STR> ,1.0,0.0,101
<STR> AndReturn self TUN_OFPORT ,1.0,0.0,102
Default enable_tunneling = ,1.0,0.0,103
dl_vlan = lvm segmentation_id ,1.0,0.0,104
dl_vlan = lvm vlan ,0.0,0.0,105
physical_network ] ,1.0,0.0,106
dl_dst = ,1.0,0.0,107
br delete_flows in_port = self int_ofports [ lvm physical_network ] ,1.0,0.0,108
self TUN_OFPORT = <NUM> ,1.0,0.0,109
self enable_tunneling tunnel_sync ,1.0,0.0,110
physical_network self phys_brs ,1.0,0.0,111
lvm vlan ,1.0,0.0,112
reconnect_interval rpc enable_tunneling ,1.0,0.0,113
self tunnel_id_ranges = [ ] ,1.0,0.0,114
bridge physical_network ,1.0,0.0,115
lvm physical_network self phy_brs ,1.0,0.0,116
self tenant_network_type = = constants TYPE_GRE ,1.0,0.0,117
LOG error <STR> mapping ex ,0.0,0.0,118
ovs_db_v<NUM> sync_tunnel_allocations self tunnel_id_ranges ,1.0,0.0,119
in_port = self ,0.0,0.0,120
<STR> net_uuid ,1.0,0.0,121
LOG error <STR> net_uuid ,1.0,0.0,122
LOG info <STR> new_tunnel_ips ,1.0,0.0,123
<STR> ,1.0,0.0,124
self tun_br delete_flows dl_vlan = lvm vlan ,1.0,0.0,125
br = self phys_brs [ lvm physical_network ] ,1.0,0.0,126
dl_vlan = <NUM>xffff ,1.0,0.0,127
msg =_ <STR> ,1.0,0.0,128
self int_ofports [ physical_network ] ,1.0,0.0,129
segmentation_id ,1.0,0.0,130
LOG info <STR> vif_id ,1.0,0.0,131
self enable_tunneling = enable_tunneling ,1.0,0.0,132
<STR> ,1.0,0.0,133
LOG error <STR> ,1.0,0.0,134
self enable_tunneling ,1.0,0.0,135
self INT_OFPORT = <NUM> ,1.0,0.0,136
self enable_tunneling ,1.0,0.0,137
LOG info <STR> self tunnel_id_ranges ,1.0,0.0,138
<STR> network_type net_uuid ,1.0,0.0,139
<STR> new_net_uuid ,1.0,0.0,140
self tun_br delete_flows tun_id = lvm segmentation_id ,1.0,0.0,141
dl_vlan = lvid ,0.0,0.0,142
int_ofports [ physical_network ] ,1.0,0.0,143
self _parse_tunnel_id_ranges ,1.0,0.0,144
self setup_tunnel_br tun_br ,1.0,0.0,145
self patch_tun_ofport < <NUM> self patch_int_ofport < <NUM> ,1.0,0.0,146
dl_vlan = segmentation_id ,1.0,0.0,147
self mock_int_bridge add_patch_port ,1.0,0.0,148
br = self phys_brs [ physical_network ] ,1.0,0.0,149
br delete_flows in_port = self phys_ofports [ lvm ,1.0,0.0,150
<STR> <NUM> <NUM> ,0.0,0.0,151
physical_network bridge ,1.0,0.0,152
in_port = ,1.0,0.0,153
exit <NUM> ,1.0,0.0,154
physical_network ,1.0,0.0,155
LOG info <STR> lvm vlan net_uuid ,1.0,0.0,156
in_port = self phys_ofports [ physical_network ] ,1.0,0.0,157
lvid self patch_int_ofport ,1.0,0.0,158
LOG info <STR> lvid net_uuid ,1.0,0.0,159
lvm network_type net_uuid ,1.0,0.0,160
lvm network_type net_uuid ,1.0,0.0,161
