total_tokens,line_level_label,line_score,row
LOG exception _ <STR> ,1.0,0.0,61
conductor_api = mox IgnoreArg AndReturn network_info_from_api ,1.0,0.0,62
conductor_api ,0.0,0.0,63
mox IgnoreArg ,0.0,0.0,64
cells_api = cells_rpcapi CellsAPI ,0.0,0.0,65
instance ,0.0,0.0,66
network_info = network API get_instance_nw_info ctxt instance ,1.0,0.0,67
update_cells ,0.0,0.0,68
instance [ <STR> ] ,1.0,0.0,69
<STR> nw_info_json ,0.0,0.0,70
conductor_api = capi ,0.0,0.0,71
test_save self ,0.0,0.0,72
self obj_reset_changes ,0.0,0.0,73
instance conductor_api = self conductor_api ,0.0,0.0,74
result conductor_api ,0.0,0.0,75
nw_info = res ,0.0,0.0,76
cell_type ! = <STR> ,0.0,0.0,77
cells_api instance_info_cache_update_at_top ctxt <STR> ,1.0,0.0,78
instance ,0.0,0.0,79
result update_cells = ,0.0,0.0,80
instance [ <STR> ] ,0.0,0.0,81
self mox StubOutWithMock cells_rpcapi <STR> ,1.0,0.0,82
info_cache ,0.0,0.0,83
update_cells = ,0.0,0.0,84
network_info = network API get_instance_nw_info ctxt ,1.0,0.0,85
self mox StubOutWithMock cells_api ,1.0,0.0,86
use_mock_anything = ,0.0,0.0,87
<STR> nw_info_json ,0.0,0.0,88
LOG exception _ <STR> ,1.0,0.0,89
info_cache instance_uuid = instance_uuid ,0.0,0.0,90
cells_api = cells_rpcapi CellsAPI ,0.0,0.0,91
<STR> ,1.0,0.0,92
cell_type = = <STR> ,0.0,0.0,93
test_new self ,0.0,0.0,94
self obj_reset_changes ,0.0,0.0,95
update_cells ,0.0,0.0,96
cells_api instance_info_cache_update_at_top ctxt info_cache ,1.0,0.0,97
update_cells rv ,0.0,0.0,98
@ ,0.0,0.0,99
Exception ,1.0,0.0,100
test_save_with_update_cells_and_compute_cell self ,0.0,0.0,101
cells_opts get_cell_type AndReturn cell_type ,0.0,0.0,102
nova objects instance_info_cache info_cache_obj ,1.0,0.0,103
test_save_without_update_cells self ,0.0,0.0,104
self assertEqual [ <STR> ] ,0.0,0.0,105
ic save update_cells = update_cells ,1.0,0.0,106
info_cache network_info = None ,0.0,0.0,107
ctxt <STR> ,1.0,0.0,108
self _save_helper <STR> ,0.0,0.0,109
@ ,0.0,0.0,110
def_info_cache_cells_update ctxt info_cache ,0.0,0.0,111
VERSION = <STR> ,1.0,0.0,112
test_save_with_update_cells_and_non_compute_cell self ,0.0,0.0,113
self mox StubOutWithMock cells_opts <STR> ,1.0,0.0,114
ic network_info = nw_info ,1.0,0.0,115
nova cells opts cells_opts ,1.0,0.0,116
cells_rpcapi CellsAPI AndReturn cells_api ,0.0,0.0,117
cell_type = cells_opts get_cell_type ,0.0,0.0,118
<STR> ,1.0,0.0,119
<STR> ,1.0,0.0,120
def_save_helper self cell_type update_cells ,0.0,0.0,121
self _save_helper None ,0.0,0.0,122
network_info = self network_api get_instance_nw_info ,1.0,0.0,123
