total_tokens,line_level_label,line_score,row
self mox StubOutWithMock scheduler_utils <STR> ,1.0,0.0,68
instance_type [ <STR> ,1.0,0.0,69
self mox StubOutWithMock ,1.0,0.0,70
self compute_rpcapi prep_resize ,1.0,0.0,71
self conductor_manager scheduler_rpcapi prep_resize ,1.0,0.0,72
self mox StubOutWithMock compute_utils <STR> ,1.0,0.0,73
scheduler_utils set_vm_state_and_notify ,1.0,0.0,74
test TestingException <STR> ,1.0,0.0,75
scheduler_utils populate_filter_properties filter_properties ,1.0,0.0,76
fake_instance_uuid ,1.0,0.0,77
inst = ,1.0,0.0,78
reservations ,1.0,0.0,79
request_spec ,0.0,0.0,80
fake_instance = <STR> ,1.0,0.0,81
<STR> [ ] ,0.0,0.0,82
request_spec ,1.0,0.0,83
request_spec = scheduler_utils build_request_spec ,1.0,0.0,84
self conductor_manager scheduler_rpcapi <STR> ,1.0,0.0,85
<STR> ,1.0,0.0,86
reservations = reservations ,1.0,0.0,87
scheduler_hint [ <STR> ] ,1.0,0.0,88
filter_properties = scheduler_hint [ <STR> ] ,1.0,0.0,89
image_ref ,0.0,0.0,90
_ fake_build_request_spec ,1.0,0.0,91
image_ref ,1.0,0.0,92
<STR> request_spec ,0.0,0.0,93
reservations request_spec = request_spec ,1.0,0.0,94
NotImplementedError ,0.0,0.0,95
mox IsA test TestingException mox IgnoreArg ,0.0,0.0,96
<STR> <STR> ,1.0,0.0,97
<STR> fake_instance ,1.0,0.0,98
self scheduler_rpcapi prep_resize ,1.0,0.0,99
<STR> ,0.0,0.0,100
self assertEqual [ [ <STR> ] ] ,0.0,0.0,101
fake_instance = ,1.0,0.0,102
reservations ,1.0,0.0,103
self _stub_migrate_server ,1.0,0.0,104
self mox ReplayAll ,1.0,0.0,105
scheduler_utils build_request_spec ,1.0,0.0,106
self conductor_manager compute_rpcapi prep_resize ,1.0,0.0,107
hosts = self scheduler_rpcapi select_destinations ,1.0,0.0,108
filter_properties [ <STR> ] ,1.0,0.0,109
fake_instance = <STR> fake_instance_uuid ,1.0,0.0,110
<STR> None AndReturn inst inst ,0.0,0.0,111
test_cold_migrate_no_valid_host_back_in_active_state self ,1.0,0.0,112
Exception ex ,1.0,0.0,113
filter_properties = <STR> ,1.0,0.0,114
NotImplementedError ,0.0,0.0,115
self conductor_manager compute_rpcapi <STR> ,0.0,0.0,116
<STR> _fake_migrate_server ,0.0,0.0,117
self conductor migrate_server ,1.0,0.0,118
self assertRaises test TestingException self conductor migrate_server ,1.0,0.0,119
test_cold_migrate_exception_host_in_error_state_and_raise self ,1.0,0.0,120
scheduler_hint = <STR> ,1.0,0.0,121
request_spec = scheduler_utils build_request_spec ,1.0,0.0,122
inst inst ,0.0,0.0,123
fake_instance_uuid = <STR> ,1.0,0.0,124
<STR> [ fake_instance_uuid ] ,0.0,0.0,125
inst = <STR> ,1.0,0.0,126
test_cold_migrate_post_populates_retry self ,1.0,0.0,127
[ ] request_spec = request_spec ,1.0,0.0,128
<STR> None AndReturn ,0.0,0.0,129
reservations ,1.0,0.0,130
instance_properties = <STR> ,1.0,0.0,131
<NUM> <NUM> - Deprecate prep_resize ,1.0,0.0,132
RPC_API_VERSION = <STR> ,1.0,0.0,133
request_spec = <STR> instance_type ,1.0,0.0,134
self mox StubOutWithMock self conductor_manager compute_rpcapi ,1.0,0.0,135
self mox StubOutWithMock self conductor_manager scheduler_rpcapi ,1.0,0.0,136
self conductor_manager scheduler_rpcapi select_destinations ,1.0,0.0,137
<STR> fake_instance_uuid ,0.0,0.0,138
scheduler_hint = <STR> filter_properties ,1.0,0.0,139
<STR> ,1.0,0.0,140
<STR> request_spec = request_spec ,1.0,0.0,141
self conductor_manager scheduler_rpcapi <STR> ,1.0,0.0,142
pass ,0.0,0.0,143
host_state = hosts [ <NUM> ] ,0.0,0.0,144
updates ex request_spec ,0.0,0.0,145
def_stub_migrate_server self ,1.0,0.0,146
<STR> None ,1.0,0.0,147
RPC_API_VERSION = <STR> ,1.0,0.0,148
